number,id,priority,title,author,first_published,latest_published,published,domain,pillar,category,subcategory,topic,slug,difficulty,status,path,type,reading_mode,summary_depth,learning_stage,prerequisites,primary_source
1543,1543,P0,How the Scots Invented the Modern World,Arthur Herman,2001,2007,2001,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Ideas & Science,History of Ideas,How-the-Scots-Invented-the-Modern-World,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/How-the-Scots-Invented-the-Modern-World.md,nonfiction,summary,detailed,Foundation,,
1544,1544,P1,The Closing of the Western Mind: The Rise of Faith and the Fall of Reason,Charles Freeman,2002,2005,2002,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Ideas & Science,History of Ideas,The-Closing-of-the-Western-Mind,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Closing-of-the-Western-Mind.md,nonfiction,summary,detailed,Foundation,,
1545,1545,P1,"The Awakening: A History of the Western Mind, AD 500-1700",Charles Freeman,2020,2022,2020,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Ideas & Science,History of Ideas,The-Awakening-Freeman,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Awakening-Freeman.md,nonfiction,summary,detailed,Foundation,,
1546,1546,P0,The WEIRDest People in the World: How the West Became Psychologically Peculiar and Particularly Prosperous,Joseph Henrich,2020,2021,2020,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Ideas & Science,Cultural Evolution,The-WEIRDest-People-in-the-World,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-WEIRDest-People-in-the-World.md,nonfiction,summary,detailed,Foundation,,
1547,1547,P0,"The Secret of Our Success: How Culture Is Driving Human Evolution, Domesticating Our Species, and Making Us Smarter",Joseph Henrich,2015,2017,2015,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Ideas & Science,Cultural Evolution,The-Secret-of-Our-Success,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Secret-of-Our-Success.md,nonfiction,summary,detailed,Foundation,,
1548,1548,P1,Ultrasocial: The Evolution of Human Nature and the Rise of Civilizations,John M. Gowdy,2021,2021,2021,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Ideas & Science,Cultural Evolution,Ultrasocial-Gowdy,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Ultrasocial-Gowdy.md,nonfiction,summary,detailed,Foundation,,
1549,1549,P0,Darwin's Unfinished Symphony: How Culture Made the Human Mind,Kevin N. Laland,2017,2018,2017,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Ideas & Science,Cultural Evolution,Darwins-Unfinished-Symphony,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Darwins-Unfinished-Symphony.md,nonfiction,summary,detailed,Foundation,,
1550,1550,P1,Not by Genes Alone: How Culture Transformed Human Evolution,Peter J. Richerson; Robert Boyd,2005,2006,2005,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Ideas & Science,Cultural Evolution,Not-by-Genes-Alone,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Not-by-Genes-Alone.md,nonfiction,summary,detailed,Foundation,,
1551,1551,P0,The Silk Roads: A New History of the World,Peter Frankopan,2015,2017,2015,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Silk Roads,The-Silk-Roads-Frankopan,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Silk-Roads-Frankopan.md,nonfiction,summary,detailed,Foundation,,
1552,1552,P0,The New Silk Roads: The Present and Future of the World,Peter Frankopan,2018,2019,2018,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Silk Roads,The-New-Silk-Roads-Frankopan,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-New-Silk-Roads-Frankopan.md,nonfiction,summary,detailed,Foundation,,
1553,1553,P0,Empires of the Silk Road: A History of Central Eurasia from the Bronze Age to the Present,Christopher I. Beckwith,2009,2011,2009,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Silk Roads,Empires-of-the-Silk-Road,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Empires-of-the-Silk-Road.md,nonfiction,summary,detailed,Foundation,,
1554,1554,P1,The Silk Road: A Very Short Introduction,James A. Millward,2013,2013,2013,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Silk Roads,The-Silk-Road-Millward,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Silk-Road-Millward.md,nonfiction,summary,detailed,Foundation,,
1555,1555,P1,Shadow of the Silk Road,Colin Thubron,2006,2008,2006,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Silk Roads,Shadow-of-the-Silk-Road,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Shadow-of-the-Silk-Road.md,nonfiction,summary,detailed,Foundation,,
1556,1556,P0,The Boundless Sea: A Human History of the Oceans,David Abulafia,2019,2021,2019,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Maritime History,The-Boundless-Sea-Abulafia,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Boundless-Sea-Abulafia.md,nonfiction,summary,detailed,Foundation,,
1557,1557,P0,The Great Sea: A Human History of the Mediterranean,David Abulafia,2011,2013,2011,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Maritime History,The-Great-Sea-Abulafia,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Great-Sea-Abulafia.md,nonfiction,summary,detailed,Foundation,,
1558,1558,P0,The Mediterranean in the Ancient World,Fernand Braudel,1998,2002,1998,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Maritime History,The-Mediterranean-in-the-Ancient-World-Braudel,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Mediterranean-in-the-Ancient-World-Braudel.md,nonfiction,summary,detailed,Foundation,,
1559,1559,P0,The Sea and Civilization: A Maritime History of the World,Lincoln Paine,2013,2015,2013,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Maritime History,The-Sea-and-Civilization-Paine,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Sea-and-Civilization-Paine.md,nonfiction,summary,detailed,Foundation,,
1560,1560,P0,To Rule the Waves: How the British Navy Shaped the Modern World,Arthur Herman,2004,2005,2004,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Maritime History,To-Rule-the-Waves-Herman,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/To-Rule-the-Waves-Herman.md,nonfiction,summary,detailed,Foundation,,
1561,1561,P0,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,2010,2011,2010,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Migration History,The-Warmth-of-Other-Suns,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Warmth-of-Other-Suns.md,nonfiction,summary,detailed,Foundation,,
1562,1562,P0,Caste: The Origins of Our Discontents,Isabel Wilkerson,2020,2020,2020,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Migration History,Caste-Wilkerson,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Caste-Wilkerson.md,nonfiction,summary,detailed,Foundation,,
1563,1563,P0,The Next Great Migration: The Beauty and Terror of Life on the Move,Sonia Shah,2020,2021,2020,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Migration History,The-Next-Great-Migration,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Next-Great-Migration.md,nonfiction,summary,detailed,Foundation,,
1564,1564,P0,Move: How Mass Migration Will Reshape the World -- and What It Means for You,Parag Khanna,2021,2021,2021,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Migration History,Move-Parag-Khanna,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Move-Parag-Khanna.md,nonfiction,summary,detailed,Foundation,,
1565,1565,P0,Nomad Century: How Climate Migration Will Reshape Our World,Gaia Vince,2022,2022,2022,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Migration History,Nomad-Century-Vince,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Nomad-Century-Vince.md,nonfiction,summary,detailed,Foundation,,
1566,1566,P0,A History of the World in 6 Glasses,Tom Standage,2005,2006,2005,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Global Exchange,A-History-of-the-World-in-6-Glasses,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/A-History-of-the-World-in-6-Glasses.md,nonfiction,summary,detailed,Foundation,,
1567,1567,P0,An Edible History of Humanity,Tom Standage,2009,2010,2009,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Global Exchange,An-Edible-History-of-Humanity,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/An-Edible-History-of-Humanity.md,nonfiction,summary,detailed,Foundation,,
1568,1568,P1,"Writing on the Wall: Social Media - The First 2,000 Years",Tom Standage,2013,2014,2013,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Global Exchange,Writing-on-the-Wall-Standage,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Writing-on-the-Wall-Standage.md,nonfiction,summary,detailed,Foundation,,
1569,1569,P0,The Victorian Internet: The Remarkable Story of the Telegraph and the Nineteenth Century's On-line Pioneers,Tom Standage,1998,2014,1998,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Global Exchange,The-Victorian-Internet,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Victorian-Internet.md,nonfiction,summary,detailed,Foundation,,
1570,1570,P0,Salt: A World History,Mark Kurlansky,2002,2003,2002,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Global Connections,Global Exchange,Salt-Kurlansky,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Salt-Kurlansky.md,nonfiction,summary,detailed,Foundation,,
1571,1571,P0,The Art of War,Sun Tzu,-500,2005,-500,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",03-GEOPOLITICS-STRATEGY,Grand Strategy,Classical Strategy,The-Art-of-War-Sun-Tzu,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/03-GEOPOLITICS-STRATEGY/The-Art-of-War-Sun-Tzu.md,nonfiction,summary,detailed,Foundation,,
1572,1572,P0,On War,Carl von Clausewitz,1832,2008,1832,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",03-GEOPOLITICS-STRATEGY,Grand Strategy,Classical Strategy,On-War-Clausewitz,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/03-GEOPOLITICS-STRATEGY/On-War-Clausewitz.md,nonfiction,summary,detailed,Foundation,,
1573,1573,P0,Strategy,B.H. Liddell Hart,1954,1991,1954,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",03-GEOPOLITICS-STRATEGY,Grand Strategy,Classical Strategy,Strategy-Liddell-Hart,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/03-GEOPOLITICS-STRATEGY/Strategy-Liddell-Hart.md,nonfiction,summary,detailed,Foundation,,
1574,1574,P0,The Book of Five Rings,Miyamoto Musashi,1645,2018,1645,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",03-GEOPOLITICS-STRATEGY,Grand Strategy,Classical Strategy,The-Book-of-Five-Rings,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/03-GEOPOLITICS-STRATEGY/The-Book-of-Five-Rings.md,nonfiction,summary,detailed,Foundation,,
1575,1575,P0,The Arthashastra,Kautilya (L.N. Rangarajan Trans.),-300,1992,-300,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",03-GEOPOLITICS-STRATEGY,Grand Strategy,Classical Strategy,The-Arthashastra-Kautilya,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/03-GEOPOLITICS-STRATEGY/The-Arthashastra-Kautilya.md,nonfiction,summary,detailed,Foundation,,
1576,1576,P0,On Grand Strategy,John Lewis Gaddis,2018,2019,2018,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",03-GEOPOLITICS-STRATEGY,Grand Strategy,Modern Strategy,On-Grand-Strategy-Gaddis,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/03-GEOPOLITICS-STRATEGY/On-Grand-Strategy-Gaddis.md,nonfiction,summary,detailed,Foundation,,
1577,1577,P0,Makers of Modern Strategy from Machiavelli to the Nuclear Age,Peter Paret; Gordon A. Craig; Felix Gilbert,1986,1986,1986,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",03-GEOPOLITICS-STRATEGY,Grand Strategy,Modern Strategy,Makers-of-Modern-Strategy,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/03-GEOPOLITICS-STRATEGY/Makers-of-Modern-Strategy.md,nonfiction,summary,detailed,Foundation,,
1578,1578,P1,"Grand Strategies: Literature, Statecraft, and World Order",Charles Hill,2010,2011,2010,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",03-GEOPOLITICS-STRATEGY,Grand Strategy,Modern Strategy,Grand-Strategies-Charles-Hill,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/03-GEOPOLITICS-STRATEGY/Grand-Strategies-Charles-Hill.md,nonfiction,summary,detailed,Foundation,,
1579,1579,P0,The Strategy of Conflict,Thomas C. Schelling,1960,1980,1960,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",03-GEOPOLITICS-STRATEGY,Grand Strategy,Modern Strategy,The-Strategy-of-Conflict,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/03-GEOPOLITICS-STRATEGY/The-Strategy-of-Conflict.md,nonfiction,summary,detailed,Foundation,,
1580,1580,P0,Arms and Influence,Thomas C. Schelling,1966,2020,1966,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",03-GEOPOLITICS-STRATEGY,Grand Strategy,Modern Strategy,Arms-and-Influence,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/03-GEOPOLITICS-STRATEGY/Arms-and-Influence.md,nonfiction,summary,detailed,Foundation,,
1581,1581,P0,Destined for War: Can America and China Escape Thucydides's Trap?,Graham Allison,2017,2018,2017,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",03-GEOPOLITICS-STRATEGY,Grand Strategy,Strategic Rivalry,Destined-for-War-Graham-Allison,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/03-GEOPOLITICS-STRATEGY/Destined-for-War-Graham-Allison.md,nonfiction,summary,detailed,Foundation,,
1582,1582,P0,Essence of Decision: Explaining the Cuban Missile Crisis,Graham Allison; Philip Zelikow,1971,1999,1971,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",03-GEOPOLITICS-STRATEGY,Grand Strategy,Strategic Rivalry,Essence-of-Decision,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/03-GEOPOLITICS-STRATEGY/Essence-of-Decision.md,nonfiction,summary,detailed,Foundation,,
1583,1583,P0,The Tragedy of Great Power Politics,John J. Mearsheimer,2001,2014,2001,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",03-GEOPOLITICS-STRATEGY,Grand Strategy,Strategic Rivalry,The-Tragedy-of-Great-Power-Politics,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/03-GEOPOLITICS-STRATEGY/The-Tragedy-of-Great-Power-Politics.md,nonfiction,summary,detailed,Foundation,,
